YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2010-07-03,10:00,33.1,101.4,1105,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,419,24,286,27,179,24,832,10,831,16,137,10,-9900,99,-9900,99,-9900,99,3.5,51,0.214,1,0.126,1,0.306,51,0.16,0
2010-07-03,11:00,21.5,118.6,1228,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,572,24,1,27,572,24,941,10,856,16,146,10,-9900,99,-9900,99,-9900,99,3.4,51,0.214,1,0.126,1,0.306,51,0.16,0
2010-07-03,12:00,13.1,157.8,1286,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,994,24,866,27,150,24,994,10,866,16,150,10,-9900,99,-9900,99,-9900,99,3.4,3,0.214,1,0.126,1,0.306,51,0.16,0
2010-07-03,13:00,14.7,215.9,1277,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,902,24,722,27,205,24,986,10,865,16,150,10,-9900,99,-9900,99,-9900,99,3.4,51,0.214,1,0.126,1,0.306,51,0.16,0
2010-07-03,14:00,24.4,247.1,1201,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,400,24,53,27,352,24,918,10,851,16,144,10,-9900,99,-9900,99,-9900,99,3.4,51,0.214,1,0.126,1,0.306,51,0.16,0
2010-07-03,15:00,36.3,261.7,1063,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,449,24,97,27,371,24,795,10,822,16,133,10,-9900,99,-9900,99,-9900,99,3.4,3,0.214,1,0.126,1,0.306,51,0.16,0
2010-07-03,16:00,48.6,271.2,873,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,625,24,771,27,116,24,625,10,771,16,116,10,-9900,99,-9900,99,-9900,99,3.4,51,0.214,1,0.126,1,0.306,51,0.16,0
2010-07-03,17:00,60.8,279.0,643,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,425,24,682,27,93,24,425,10,682,16,93,10,-9900,99,-9900,99,-9900,99,3.4,51,0.214,1,0.126,1,0.306,51,0.16,0
2010-07-03,18:00,72.8,286.4,390,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,217,24,517,27,64,24,217,10,517,16,64,10,-9900,99,-9900,99,-9900,99,3.5,3,0.214,1,0.126,1,0.306,51,0.16,0
2010-07-03,19:00,84.2,294.1,132,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,48,24,181,27,30,24,48,10,181,16,30,10,-9900,99,-9900,99,-9900,99,3.5,51,0.214,1,0.126,1,0.306,51,0.16,0
2010-07-03,20:00,89.8,298.5,0,77,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,1,27,0,24,0,10,1,16,0,10,-9900,99,-9900,99,-9900,99,3.5,51,0.214,1,0.126,1,0.305,51,0.16,0
2010-07-03,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.4,3,0.214,1,0.126,1,0.305,51,0.16,0
2010-07-03,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.4,51,0.214,1,0.126,1,0.305,51,0.16,0
2010-07-03,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.4,51,0.214,1,0.126,1,0.305,51,0.16,0
2010-07-03,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.4,3,0.214,1,0.126,1,0.305,51,0.16,0
2010-07-04,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.4,51,0.215,1,0.126,1,0.305,2,0.16,0
2010-07-04,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.4,51,0.215,1,0.126,1,0.305,51,0.16,0
2010-07-04,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.4,3,0.215,1,0.126,1,0.305,51,0.16,0
2010-07-04,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,51,0.215,1,0.126,1,0.306,51,0.16,0
2010-07-04,5:00,88.5,62.7,11,407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,25,1,28,2,25,2,10,1,16,2,10,-9900,99,-9900,99,-9900,99,3.2,51,0.215,1,0.231,1,0.306,51,0.16,0
2010-07-04,6:00,81.4,68.0,198,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,73,24,149,27,51,24,73,10,149,16,51,10,-9900,99,-9900,99,-9900,99,3.1,3,0.215,1,0.231,1,0.306,51,0.16,0
2010-07-04,7:00,69.7,75.6,457,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,246,24,424,27,100,24,246,10,424,16,100,10,-9900,99,-9900,99,-9900,99,3.2,51,0.215,1,0.231,1,0.306,51,0.16,0
2010-07-04,8:00,57.7,83.0,706,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,456,24,585,27,143,24,456,10,585,16,143,10,-9900,99,-9900,99,-9900,99,3.2,51,0.215,1,0.231,1,0.306,51,0.16,0
2010-07-04,9:00,45.4,91.2,927,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,653,24,679,27,177,24,653,10,679,16,177,10,-9900,99,-9900,99,-9900,99,3.2,3,0.215,1,0.231,1,0.307,51,0.16,0
2010-07-04,10:00,33.1,101.5,1104,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,815,24,735,27,200,24,815,10,735,16,200,10,-9900,99,-9900,99,-9900,99,3.2,51,0.215,1,0.231,1,0.307,51,0.16,0
2010-07-04,11:00,21.6,118.7,1227,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,927,24,767,27,215,24,927,10,767,16,215,10,-9900,99,-9900,99,-9900,99,3.2,51,0.215,1,0.231,1,0.307,51,0.16,0
2010-07-04,12:00,13.2,157.8,1286,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,981,24,780,27,222,24,981,10,780,16,222,10,-9900,99,-9900,99,-9900,99,3.1,3,0.215,1,0.231,1,0.307,51,0.16,0
2010-07-04,13:00,14.7,215.6,1277,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,606,24,383,27,235,24,973,10,778,16,221,10,-9900,99,-9900,99,-9900,99,3.1,51,0.215,1,0.231,1,0.307,51,0.16,0
2010-07-04,14:00,24.4,246.9,1201,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,692,24,204,27,507,24,903,10,761,16,212,10,-9900,99,-9900,99,-9900,99,3.1,51,0.215,1,0.231,1,0.307,51,0.16,0
2010-07-04,15:00,36.3,261.5,1063,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,658,24,446,27,299,24,778,10,724,16,195,10,-9900,99,-9900,99,-9900,99,3.1,3,0.215,1,0.231,1,0.308,51,0.16,0
2010-07-04,16:00,48.6,271.0,873,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,344,24,192,27,217,24,606,10,661,16,169,10,-9900,99,-9900,99,-9900,99,3.0,51,0.215,1,0.231,1,0.308,51,0.16,0
2010-07-04,17:00,60.8,278.9,643,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,382,24,418,27,179,24,402,10,555,16,133,10,-9900,99,-9900,99,-9900,99,2.8,51,0.215,1,0.231,1,0.308,51,0.16,0
2010-07-04,18:00,72.8,286.3,389,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,196,24,368,27,87,24,196,10,368,16,87,10,-9900,99,-9900,99,-9900,99,2.7,3,0.215,1,0.231,1,0.308,51,0.16,0
2010-07-04,19:00,84.3,294.0,132,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,41,24,70,27,34,24,41,10,70,16,34,10,-9900,99,-9900,99,-9900,99,2.7,51,0.215,1,0.231,1,0.308,51,0.16,0
2010-07-04,20:00,89.7,298.3,0,55,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,0,27,0,24,0,10,0,16,0,10,-9900,99,-9900,99,-9900,99,2.6,51,0.215,1,0.231,1,0.309,51,0.16,0
2010-07-04,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.6,3,0.215,1,0.231,1,0.309,51,0.16,0
2010-07-04,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.6,51,0.215,1,0.231,1,0.309,51,0.16,0
2010-07-04,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.5,51,0.215,1,0.231,1,0.309,51,0.16,0
2010-07-04,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.5,3,0.215,1,0.231,1,0.309,51,0.16,0
2010-07-05,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.5,51,0.215,1,0.231,1,0.310,51,0.16,0
2010-07-05,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.5,51,0.215,1,0.231,1,0.310,51,0.16,0
2010-07-05,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.5,3,0.215,1,0.231,1,0.310,51,0.16,0
2010-07-05,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.5,51,0.215,1,0.231,1,0.310,51,0.16,0
2010-07-05,5:00,88.6,62.8,10,407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,24,14,27,1,24,2,10,14,16,1,10,-9900,99,-9900,99,-9900,99,2.5,51,0.215,1,0.110,1,0.310,51,0.16,0
2010-07-05,6:00,81.5,68.0,196,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,86,24,322,27,39,24,86,10,322,16,39,10,-9900,99,-9900,99,-9900,99,2.5,3,0.215,1,0.110,1,0.310,51,0.16,0
2010-07-05,7:00,69.8,75.6,455,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,275,24,604,27,67,24,275,10,604,16,67,10,-9900,99,-9900,99,-9900,99,2.6,51,0.215,1,0.110,1,0.311,51,0.16,0
2010-07-05,8:00,57.7,83.1,704,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,486,24,738,27,92,24,486,10,738,16,92,10,-9900,99,-9900,99,-9900,99,2.6,51,0.215,1,0.110,1,0.311,51,0.16,0
2010-07-05,9:00,45.4,91.3,925,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,680,24,812,27,112,24,680,10,812,16,112,10,-9900,99,-9900,99,-9900,99,2.7,3,0.215,1,0.110,1,0.311,51,0.16,0
2010-07-05,10:00,33.2,101.6,1103,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,839,24,854,27,126,24,839,10,854,16,126,10,-9900,99,-9900,99,-9900,99,2.7,51,0.215,1,0.110,1,0.311,51,0.16,0
2010-07-05,11:00,21.7,118.8,1226,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,759,24,571,27,229,24,949,10,877,16,135,10,-9900,99,-9900,99,-9900,99,2.8,51,0.215,1,0.110,1,0.311,51,0.16,0
2010-07-05,12:00,13.3,157.7,1285,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,736,24,334,27,411,24,1001,10,886,16,139,10,-9900,99,-9900,99,-9900,99,2.8,3,0.215,1,0.110,1,0.312,51,0.16,0
2010-07-05,13:00,14.8,215.3,1277,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,662,24,279,27,393,24,992,10,884,16,139,10,-9900,99,-9900,99,-9900,99,2.9,51,0.215,1,0.110,1,0.312,51,0.16,0
2010-07-05,14:00,24.5,246.7,1201,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,754,24,542,27,261,24,923,10,869,16,133,10,-9900,99,-9900,99,-9900,99,3.0,51,0.215,1,0.110,1,0.312,51,0.16,0
2010-07-05,15:00,36.3,261.3,1063,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,753,24,712,27,180,24,800,10,841,16,123,10,-9900,99,-9900,99,-9900,99,3.1,3,0.215,1,0.110,1,0.312,51,0.16,0
2010-07-05,16:00,48.6,270.9,873,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,536,24,510,27,199,24,631,10,792,16,108,10,-9900,99,-9900,99,-9900,99,3.1,51,0.215,1,0.110,1,0.312,51,0.16,0
2010-07-05,17:00,60.8,278.8,643,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,430,24,708,27,86,24,430,10,708,16,86,10,-9900,99,-9900,99,-9900,99,3.0,51,0.215,1,0.110,1,0.313,51,0.16,0
2010-07-05,18:00,72.8,286.2,389,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,221,24,548,27,60,24,221,10,548,16,60,10,-9900,99,-9900,99,-9900,99,3.0,3,0.215,1,0.110,1,0.313,51,0.16,0
2010-07-05,19:00,84.3,293.9,131,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,49,24,208,27,29,24,49,10,208,16,29,10,-9900,99,-9900,99,-9900,99,3.1,51,0.215,1,0.110,1,0.313,51,0.16,0
2010-07-05,20:00,89.8,298.2,0,55,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,1,27,0,24,0,10,1,16,0,10,-9900,99,-9900,99,-9900,99,3.2,51,0.215,1,0.110,1,0.313,51,0.16,0
2010-07-05,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,3,0.215,1,0.110,1,0.313,51,0.16,0
2010-07-05,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,51,0.215,1,0.110,1,0.313,51,0.16,0
2010-07-05,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,51,0.215,1,0.110,1,0.314,51,0.16,0
2010-07-05,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.4,3,0.215,1,0.110,1,0.314,51,0.16,0
2010-07-06,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.5,51,0.216,1,0.110,1,0.314,2,0.16,0
2010-07-06,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.5,51,0.216,1,0.110,1,0.313,51,0.16,0
2010-07-06,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.6,3,0.216,1,0.110,1,0.313,51,0.16,0
2010-07-06,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.8,51,0.216,1,0.110,1,0.312,51,0.16,0
2010-07-06,5:00,88.6,62.9,10,385,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,24,2,27,1,24,1,10,2,16,1,10,-9900,99,-9900,99,-9900,99,3.9,51,0.216,1,0.197,1,0.312,51,0.16,0
2010-07-06,6:00,81.5,68.1,194,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,73,24,177,27,48,24,73,10,177,16,48,10,-9900,99,-9900,99,-9900,99,4.1,3,0.216,1,0.197,1,0.311,51,0.16,0
2010-07-06,7:00,69.9,75.7,453,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,249,24,459,27,91,24,249,10,459,16,91,10,-9900,99,-9900,99,-9900,99,4.1,51,0.216,1,0.197,1,0.311,51,0.16,0
2010-07-06,8:00,57.8,83.2,703,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,457,24,615,27,130,24,457,10,615,16,130,10,-9900,99,-9900,99,-9900,99,4.1,51,0.216,1,0.197,1,0.310,51,0.16,0
2010-07-06,9:00,45.5,91.4,924,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,652,24,704,27,160,24,652,10,704,16,160,10,-9900,99,-9900,99,-9900,99,4.1,3,0.216,1,0.197,1,0.310,51,0.16,0
2010-07-06,10:00,33.3,101.8,1102,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,726,24,600,27,226,24,812,10,757,16,181,10,-9900,99,-9900,99,-9900,99,4.1,51,0.216,1,0.197,1,0.309,51,0.16,0
2010-07-06,11:00,21.8,119.0,1225,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,648,24,155,27,504,24,923,10,786,16,194,10,-9900,99,-9900,99,-9900,99,4.1,51,0.216,1,0.197,1,0.309,51,0.16,0
2010-07-06,12:00,13.4,157.7,1285,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,675,24,369,27,316,24,976,10,799,16,200,10,-9900,99,-9900,99,-9900,99,4.1,3,0.216,1,0.197,1,0.308,51,0.16,0
2010-07-06,13:00,14.9,215.0,1276,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,581,24,330,27,263,24,968,10,796,16,199,10,-9900,99,-9900,99,-9900,99,4.2,51,0.216,1,0.197,1,0.308,51,0.16,0
2010-07-06,14:00,24.5,246.4,1201,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,859,24,651,27,267,24,900,10,779,16,191,10,-9900,99,-9900,99,-9900,99,4.3,51,0.216,1,0.197,1,0.307,51,0.16,0
2010-07-06,15:00,36.3,261.1,1063,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,616,24,442,27,260,24,775,10,744,16,176,10,-9900,99,-9900,99,-9900,99,4.4,3,0.216,1,0.197,1,0.306,51,0.16,0
2010-07-06,16:00,48.6,270.7,872,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,574,24,565,27,201,24,607,10,687,16,153,10,-9900,99,-9900,99,-9900,99,4.1,51,0.216,1,0.197,1,0.306,51,0.16,0
2010-07-06,17:00,60.8,278.6,642,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,330,24,324,27,172,24,406,10,586,16,121,10,-9900,99,-9900,99,-9900,99,3.8,51,0.216,1,0.197,1,0.305,51,0.16,0
2010-07-06,18:00,72.9,286.1,389,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,200,24,406,27,81,24,200,10,406,16,81,10,-9900,99,-9900,99,-9900,99,3.5,3,0.216,1,0.197,1,0.305,51,0.16,0
2010-07-06,19:00,84.3,293.8,131,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,42,24,92,27,33,24,42,10,92,16,33,10,-9900,99,-9900,99,-9900,99,3.6,51,0.216,1,0.197,1,0.304,51,0.16,0
2010-07-06,20:00,89.8,298.1,0,55,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,0,27,0,24,0,10,0,16,0,10,-9900,99,-9900,99,-9900,99,3.6,51,0.216,1,0.197,1,0.304,51,0.16,0
2010-07-06,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.7,3,0.216,1,0.197,1,0.303,51,0.16,0
2010-07-06,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.7,51,0.216,1,0.197,1,0.303,51,0.16,0
2010-07-06,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.7,51,0.216,1,0.197,1,0.302,51,0.16,0
2010-07-06,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.7,3,0.216,1,0.197,1,0.302,51,0.16,0
2010-07-07,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.7,51,0.216,1,0.197,1,0.301,2,0.16,0
2010-07-07,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.7,51,0.216,1,0.197,1,0.301,51,0.16,0
2010-07-07,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.7,3,0.216,1,0.197,1,0.302,51,0.16,0
2010-07-07,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.8,51,0.216,1,0.197,1,0.302,51,0.16,0
2010-07-07,5:00,88.6,62.9,9,385,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,24,4,27,1,24,1,10,4,16,1,10,-9900,99,-9900,99,-9900,99,3.9,51,0.216,1,0.164,1,0.302,51,0.16,0
2010-07-07,6:00,81.6,68.2,192,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,76,24,217,27,44,24,76,10,217,16,44,10,-9900,99,-9900,99,-9900,99,4.0,3,0.216,1,0.164,1,0.302,51,0.16,0
2010-07-07,7:00,70.0,75.8,451,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,254,24,504,27,82,24,254,10,504,16,82,10,-9900,99,-9900,99,-9900,99,4.1,51,0.216,1,0.164,1,0.303,51,0.16,0
2010-07-07,8:00,57.9,83.3,701,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,462,24,653,27,116,24,462,10,653,16,116,10,-9900,99,-9900,99,-9900,99,4.3,51,0.216,1,0.164,1,0.303,51,0.16,0
2010-07-07,9:00,45.6,91.5,923,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,180,24,2,27,179,24,656,10,736,16,142,10,-9900,99,-9900,99,-9900,99,4.4,3,0.216,1,0.164,1,0.303,51,0.16,0
2010-07-07,10:00,33.4,101.9,1101,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,698,24,480,27,298,24,814,10,784,16,161,10,-9900,99,-9900,99,-9900,99,4.5,51,0.216,1,0.164,1,0.304,51,0.16,0
2010-07-07,11:00,21.9,119.1,1225,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,938,24,787,27,209,24,924,10,811,16,172,10,-9900,99,-9900,99,-9900,99,4.6,51,0.216,1,0.164,1,0.304,51,0.16,0
2010-07-07,12:00,13.6,157.7,1284,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,285,24,0,27,285,24,976,10,822,16,177,10,-9900,99,-9900,99,-9900,99,4.7,3,0.216,1,0.164,1,0.304,51,0.16,0
2010-07-07,13:00,14.9,214.7,1276,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,315,24,46,27,270,24,968,10,820,16,176,10,-9900,99,-9900,99,-9900,99,4.7,51,0.216,1,0.164,1,0.304,51,0.16,0
2010-07-07,14:00,24.5,246.1,1200,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,713,24,445,27,309,24,901,10,805,16,170,10,-9900,99,-9900,99,-9900,99,4.8,51,0.216,1,0.164,1,0.305,51,0.16,0
2010-07-07,15:00,36.3,261.0,1063,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,672,24,600,27,189,24,778,10,773,16,157,10,-9900,99,-9900,99,-9900,99,4.8,3,0.216,1,0.164,1,0.305,51,0.16,0
2010-07-07,16:00,48.6,270.6,872,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,411,24,378,27,162,24,609,10,716,16,136,10,-9900,99,-9900,99,-9900,99,4.9,51,0.216,1,0.164,1,0.305,51,0.16,0
2010-07-07,17:00,60.9,278.5,642,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,383,24,531,27,125,24,410,10,620,16,108,10,-9900,99,-9900,99,-9900,99,5.0,51,0.216,1,0.164,1,0.306,51,0.16,0
2010-07-07,18:00,72.9,286.0,388,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,204,24,446,27,73,24,204,10,446,16,73,10,-9900,99,-9900,99,-9900,99,5.1,3,0.216,1,0.164,1,0.306,51,0.16,0
2010-07-07,19:00,84.3,293.7,130,1321,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,44,24,122,27,32,24,44,10,122,16,32,10,-9900,99,-9900,99,-9900,99,5.0,51,0.216,1,0.164,1,0.306,51,0.16,0
